sale_id,auction_date,region,region_label,lat,lon,pdf_source,text_condition_score,text_crop_change,text_has_rain,text_has_mist,text_has_bright,text_has_thunder,text_keywords,text_raw_summary,temperature_2m_max_mean,temperature_2m_max_max,temperature_2m_max_min,temperature_2m_min_mean,temperature_2m_min_max,temperature_2m_min_min,temperature_2m_mean_mean,temperature_2m_mean_max,temperature_2m_mean_min,precipitation_sum_total,precipitation_sum_max_day,rain_sum_total,rain_sum_max_day,windspeed_10m_max_mean,windspeed_10m_max_max,windspeed_10m_max_min,sunshine_duration_total,sunshine_duration_max_day,et0_fao_evapotranspiration_total,et0_fao_evapotranspiration_max_day,relative_humidity_2m_max_mean,relative_humidity_2m_max_max,relative_humidity_2m_max_min,relative_humidity_2m_min_mean,relative_humidity_2m_min_max,relative_humidity_2m_min_min,fetch_start,fetch_end,precipitation_sum_total_lag1,sunshine_duration_total_lag1,temperature_2m_mean_mean_lag1,precipitation_sum_total_lag2,sunshine_duration_total_lag2,temperature_2m_mean_mean_lag2,precipitation_sum_total_lag3,sunshine_duration_total_lag3,temperature_2m_mean_mean_lag3
SALE_2024_13,2024-03-26,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 26 & 27 March 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Western/Nuwara Eliya Regions
Both regions reported bright mornings and occasional evening showers The Western,",25.26,26.9,24.2,17.0,18.1,15.0,21.17,21.6,20.6,42.8,21.4,42.8,21.4,9.64,11.7,7.0,266357.17,42284.68,27.91,4.79,95.71,98,92,66.14,76,48,2024-03-19,2024-03-25,,,,,,,,,
SALE_2024_14,2024-04-02,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 2 & 3 April 2024.pdf,0,decrease,1,0,1,0,sunny|showers,"Western/Nuwara Eliya Regions
Sunny weather was reported from both regions throughout the A decline in the crop intake was
week. The Department of Meteorology expects afternoon showers reported in the Western,",25.17,25.9,24.7,17.41,18.3,16.4,21.2,21.9,20.9,55.1,22.4,55.1,22.4,8.7,12.0,7.1,265170.1,42358.2,28.64,4.72,96.57,100,94,71.0,78,61,2024-03-26,2024-04-01,,,,,,,,,
SALE_2024_15,2024-04-16,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 16 & 17 April 2024.pdf,0,maintained,1,0,1,0,bright|showers,"Western/Nuwara Eliya Regions
Both regions reported bright mornings and evening showers The crop intake was maintained in the
throughout the week. According to the Department of Nuwara Eliya,",25.17,26.7,24.0,17.57,18.5,15.8,21.26,21.6,20.9,95.1,42.3,95.1,42.3,9.06,11.2,7.3,224758.88,42633.3,26.46,5.15,97.0,99,93,70.29,80,58,2024-04-09,2024-04-15,,,,,,,,,
SALE_2024_16,2024-04-22,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 22 & 24 April 2024.pdf,1,unknown,0,0,1,0,bright,"Western/Nuwara Eliya Regions
The Western Region reported bright mornings and gloomy The Nuwara Eliya,",25.26,25.8,24.4,17.69,18.7,16.8,21.59,21.9,21.2,47.2,24.4,47.2,24.4,7.51,8.6,6.9,269903.51,42959.2,28.02,4.54,98.14,99,96,76.29,80,72,2024-04-15,2024-04-21,,,,,,,,,
SALE_2024_17,2024-04-29,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 29 & 30 April 2024.pdf,-4,increase,1,1,1,0,sunny|showers|misty|mist|heavy,"Western/Nuwara Eliya Regions
Sunny mornings were reported in the Western and Nuwara Eliya
regions throughout the week. The Department of Meteorology
All planting districts reported an
expects misty mornings in the Nuwara Eliya Region and heavy
increase in the crop intake.
showers in the Western Region in the week ahead.",25.69,26.7,25.4,18.14,19.2,16.6,22.09,22.6,21.5,29.8,13.3,29.8,13.3,7.99,8.6,7.1,277122.17,42863.23,30.02,4.49,96.86,99,93,74.0,77,66,2024-04-22,2024-04-28,,,,,,,,,
SALE_2024_18,2024-05-07,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 7 & 8 May 2024.pdf,2,unknown,0,0,1,0,bright|sunny,"Western/Nuwara Eliya Regions
The Nuwara Eliya Region reported bright weather, whilst the
Western Region reported sunny morning and sporadic evening
The",25.9,26.6,25.4,18.94,20.1,17.9,22.31,22.6,21.9,30.6,19.6,30.6,19.6,9.54,13.0,8.4,283199.94,43099.27,28.52,4.42,97.86,99,97,74.57,78,70,2024-04-30,2024-05-06,,,,,,,,,
SALE_2024_19,2024-05-14,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 14 & 15 May 2024.pdf,0,unknown,1,0,1,0,sunny|showers,"Western/Nuwara Eliya Regions
Sunny mornings and evening showers were reported in the Western The Western, Nuwara Eliya,",24.87,25.4,24.0,19.54,20.1,18.6,22.13,22.4,21.6,104.1,33.9,104.1,33.9,8.1,9.4,7.0,192725.35,35729.53,21.82,3.61,96.29,98,95,76.29,80,71,2024-05-07,2024-05-13,,,,,,,,,
SALE_2024_20,2024-05-20,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 20 & 21 May 2024.pdf,1,unknown,0,0,1,0,bright,"Western/Nuwara Eliya Regions
The Nuwara Eliya Region reported bright mornings and evening The Western, Nuwara Eliya,",24.16,25.4,22.3,19.17,19.7,18.6,21.37,22.1,20.7,169.8,40.4,169.8,40.4,9.64,12.2,7.6,134610.38,29624.36,18.43,3.42,98.86,100,96,81.57,88,74,2024-05-13,2024-05-19,,,,,,,,,
SALE_2024_21,2024-05-28,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 28 & 29 May 2024.pdf,-5,decrease,1,0,0,0,showers|rain|rainfall|heavy,"Western/Nuwara Eliya Regions
Rain was reported in the Western and Nuwara Eliya regions
throughout the week. Heavy showers and strong winds are
The Western, Nuwara Eliya and Low
expected in the Western Region, whilst heavy rainfall is
Grown regions reported a decrease in
expected in the Nuwara Eliya Region in the week ahead
the crop intake, whilst the",21.66,22.4,20.8,19.6,19.7,19.3,20.33,20.6,20.1,382.8,74.9,382.8,74.9,20.61,25.0,12.6,37767.42,13704.77,10.35,2.02,99.86,100,99,90.43,94,83,2024-05-21,2024-05-27,,,,,,,,,
SALE_2024_22,2024-06-04,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 4 & 5 June 2024.pdf,-1,unknown,1,0,0,0,showers,"Western/Nuwara Eliya Regions
The Western & Nuwara Eliya regions reported showers The Western,",22.47,23.4,21.6,19.91,20.7,19.3,20.94,21.6,20.4,170.8,47.1,170.8,47.1,11.84,13.8,8.0,93346.41,26705.45,13.57,2.71,99.71,100,99,89.57,92,85,2024-05-28,2024-06-03,,,,,,,,,
SALE_2024_23,2024-06-11,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 11 & 12 June 2024.pdf,-1,unknown,1,0,0,0,showers,"Western/Nuwara Eliya Regions
Gloomy weather and sporadic showers were reported in the The Nuwara Eliya,",23.8,24.9,23.0,19.09,19.7,17.4,21.0,21.4,20.5,29.4,7.8,29.4,7.8,14.64,17.7,11.3,244469.03,41193.78,21.48,3.54,98.57,100,96,80.14,83,73,2024-06-04,2024-06-10,,,,,,,,,
SALE_2024_24,2024-06-18,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 18 & 19 June 2024.pdf,1,maintained,1,0,1,0,bright|clear|showers,"Western/Nuwara Eliya Regions
The Nuwara Eliya Region reported bright weather, whilst clear The Western, Nuwara Eliya and Low
mornings and sporadic evening showers were reported in the Grown regions maintained the",22.89,23.5,22.2,18.8,19.6,17.9,20.57,20.9,20.3,39.6,10.2,39.6,10.2,13.76,15.4,12.4,257573.66,42104.38,21.27,3.4,99.0,100,98,83.29,90,75,2024-06-11,2024-06-17,,,,,,,,,
SALE_2024_25,2024-06-25,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 25 & 26 June 2024.pdf,-1,unknown,1,0,0,0,rain,"Western/Nuwara Eliya Regions
Rain was reported in the Nuwara Eliya and Western regions
throughout the week. According to the Department of Meteorology,
The Western,",22.53,23.3,21.3,19.1,19.5,18.9,20.06,20.6,19.6,131.5,38.6,131.5,38.6,15.97,18.9,12.4,143895.92,32687.1,15.99,2.88,99.43,100,98,85.0,91,78,2024-06-18,2024-06-24,,,,,,,,,
SALE_2024_26,2024-07-02,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 2 & 3 July 2024.pdf,1,unknown,0,0,1,0,sunny,"Western/Nuwara Eliya Regions
The Nuwara Eliya Region reported sunny weather, whilst the The",22.7,23.7,20.8,18.21,19.1,17.2,20.19,20.8,19.6,89.7,37.5,89.7,37.5,13.47,17.4,11.3,216406.53,42795.5,19.57,3.59,98.86,100,97,83.14,91,77,2024-06-25,2024-07-01,,,,,,,,,
SALE_2024_27,2024-07-09,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 9 & 10 July 2024.pdf,0,unknown,1,0,1,0,sunny|showers,"Western/Nuwara Eliya Regions
Sunny weather and sporadic showers were reported in the Nuwara The Western, Nuwara Eliya,",22.56,23.9,21.3,18.66,19.1,18.1,20.39,20.9,19.8,56.3,14.7,56.3,14.7,10.81,12.7,8.0,139891.98,34299.3,17.42,3.41,99.14,100,98,84.43,93,80,2024-07-02,2024-07-08,,,,,,,,,
SALE_2024_28,2024-07-15,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 15 & 17 July 2024.pdf,1,unknown,0,0,1,0,sunny,"Western/Nuwara Eliya Regions
The Nuwara Eliya Region reported sunny weather with sporadic The Western, Nuwara Eliya and",22.44,23.1,20.8,18.39,19.0,17.7,20.06,20.5,19.5,85.9,41.5,85.9,41.5,13.11,14.8,11.3,197888.63,42881.91,18.27,3.44,99.43,100,98,81.57,91,72,2024-07-08,2024-07-14,,,,,,,,,
SALE_2024_29,2024-07-22,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 22 & 23 July 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Western/Nuwara Eliya Regions
Bright weather and intermittent showers were reported in The Western, Nuwara Eliya,",22.64,24.2,21.6,18.66,19.2,17.3,20.24,20.7,20.0,77.3,23.1,77.3,23.1,14.39,16.2,10.2,165520.31,42879.9,19.31,4.55,98.71,100,93,82.29,89,66,2024-07-15,2024-07-21,,,,,,,,,
SALE_2024_30,2024-07-30,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 30 & 31 July 2024.pdf,1,unknown,0,0,1,0,sunny,"Western/Nuwara Eliya Regions
The Nuwara Eliya Region reported sunny weather, whilst the The Nuwara Eliya, Western and",23.54,24.3,22.9,18.47,19.2,17.9,20.56,21.2,20.0,75.6,37.0,75.6,37.0,13.2,15.9,9.7,231104.12,42390.59,22.81,3.9,99.0,100,98,78.14,84,75,2024-07-23,2024-07-29,,,,,,,,,
SALE_2024_31,2024-08-06,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 6 & 7 August 2024.pdf,0,unknown,1,0,1,0,sunny|showers,"Western/Nuwara Eliya Regions
Sunny weather and intermittent showers were reported in the Western and The",22.56,23.0,22.1,18.71,19.3,18.3,20.23,20.5,19.9,51.6,10.7,51.6,10.7,12.14,14.8,9.9,196369.2,37485.27,18.86,3.01,98.71,100,98,83.71,87,81,2024-07-30,2024-08-05,,,,,,,,,
SALE_2024_32,2024-08-13,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 13 & 14 August 2024.pdf,1,maintained,0,0,1,0,bright,"Western/Nuwara Eliya Regions
The Western and Nuwara Eliya regions reported bright weather All planting regions maintained the",23.1,23.8,22.1,18.13,19.2,17.5,20.3,20.7,19.5,111.1,76.7,111.1,76.7,11.21,12.1,10.2,211675.48,41669.9,21.03,3.84,98.57,100,96,80.0,86,74,2024-08-06,2024-08-12,,,,,,,,,
SALE_2024_33,2024-08-20,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 20 & 21 August 2024.pdf,0,unknown,1,0,1,0,sunny|showers,"Western/Nuwara Eliya Regions
Sunny weather and intermittent showers were reported in both
regions throughout the week. The Department of Meteorology
The Western, Nuwara Eliya,",22.5,23.0,21.7,19.13,19.4,18.6,20.41,20.6,19.9,114.5,47.8,114.5,47.8,12.83,14.3,7.6,132884.88,28143.23,16.28,2.66,99.0,100,98,85.71,89,80,2024-08-13,2024-08-19,,,,,,,,,
SALE_2024_34,2024-08-27,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 27 & 28 August 2024.pdf,0,maintained,1,0,1,0,bright|showers,"Western/Nuwara Eliya Regions
The Western Region reported bright weather throughout the week, All planting districts, in general,
whilst the Nuwara Eliya Region reported showers at the beginning of the maintained the crop intake.
week and bright weather towards the latter part of the week. The
Department of Meteorology expects showers in both regions in the week
ahead.",23.06,24.1,21.6,18.23,19.3,17.0,20.27,20.8,19.8,40.3,24.6,40.3,24.6,13.59,15.3,12.7,203945.91,39672.44,21.31,4.07,98.0,99,97,77.0,80,74,2024-08-20,2024-08-26,,,,,,,,,
SALE_2024_35,2024-09-03,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 3 & 4 September 2024.pdf,0,maintained,1,0,1,0,bright|rain,"Western/Nuwara Eliya Regions
Crop
The Western Region reported rain, whilst the Nuwara Eliya
Region reported bright weather throughout the week. Rain and
windy conditions are expected in both regions in the week
ahead according to the Department of Meteorology. The crop intake was maintained in the
Western, Nuwara Eliya,",22.34,23.5,21.3,18.47,18.8,17.8,19.84,20.1,19.6,75.0,20.3,75.0,20.3,13.69,15.1,11.9,161168.08,42100.06,19.0,4.3,99.57,100,98,82.0,90,62,2024-08-27,2024-09-02,,,,,,,,,
SALE_2024_36,2024-09-09,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 9 & 10 September 2024.pdf,0,unknown,1,0,1,0,bright|showers,"Western/Nuwara Eliya Regions
Bright weather and intermittent showers were reported in the The Western, Nuwara Eliya and",21.71,22.4,21.1,18.56,19.0,18.2,19.71,19.9,19.5,105.2,22.6,105.2,22.6,14.1,16.3,10.9,140550.27,35179.31,16.12,3.13,99.86,100,99,87.14,91,83,2024-09-02,2024-09-08,,,,,,,,,
SALE_2024_37,2024-09-18,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 18 & 19 September 2024.pdf,1,unknown,0,0,1,0,sunny,"Western/Nuwara Eliya Regions
The Nuwara Eliya Region reported sunny weather and sporadic The Nuwara Eliya,",22.73,23.9,21.9,18.9,19.2,18.4,20.19,20.7,19.8,48.9,10.4,48.9,10.4,12.9,14.0,11.2,219442.12,40191.46,20.73,3.77,99.57,100,99,84.0,88,77,2024-09-11,2024-09-17,,,,,,,,,
SALE_2024_38,2024-09-24,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 24 & 25 September 2024.pdf,1,maintained,1,0,1,0,bright|sunny|showers,"Western/Nuwara Eliya Regions
Bright weather was reported in the Nuwara Eliya Region, whilst The Nuwara Eliya and Western regions
the Western Region reported sunny weather and intermittent maintained the crop intake. The Low
showers throughout the week. The Department of Grown Region reported an increase,
Meteorology expects showers and windy conditions in both whilst the",22.07,22.7,21.6,18.09,18.8,17.2,19.66,19.9,19.3,55.8,13.4,55.8,13.4,14.46,16.0,12.9,236695.66,39600.0,20.73,3.51,99.71,100,99,81.71,88,75,2024-09-17,2024-09-23,,,,,,,,,
SALE_2024_39,2024-10-01,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 1 & 2 October 2024.pdf,-2,maintained,1,0,1,0,bright|showers|heavy,"Western/Nuwara Eliya Regions
Both regions reported bright mornings and sporadic evening The crop intake was maintained in the
showers throughout the week. Heavy showers are expected in Nuwara Eliya, Uda Pussellawa and",23.3,24.6,22.2,18.0,18.9,16.8,20.34,20.6,19.8,107.3,29.3,107.3,29.3,10.66,16.3,5.9,197699.52,39081.59,21.19,3.79,98.43,100,95,80.29,88,76,2024-09-24,2024-09-30,,,,,,,,,
SALE_2024_40,2024-10-08,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 8 & 9 October 2024.pdf,-1,maintained,1,0,1,0,bright|showers|rain,"Western/Nuwara Eliya Regions
Bright weather and intermittent showers were reported in the The Western and Nuwara Eliya regions
Nuwara Eliya and Western regions throughout the week. The maintained the crop intake, whilst the
Department of Meteorology expects rain in the Western Region",24.06,26.3,22.0,17.5,18.6,16.4,20.33,20.9,19.7,36.3,23.3,36.3,23.3,11.17,14.3,7.8,234472.5,40915.35,24.49,4.35,97.43,99,94,74.57,85,64,2024-10-01,2024-10-07,,,,,,,,,
SALE_2024_41,2024-10-15,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 15 & 16 October 2024.pdf,-2,maintained,1,0,0,0,showers|rain,"Western/Nuwara Eliya Regions
Both regions reported rain throughout the week. Showers are The Western, Nuwara Eliya and Low
expected in the Western and Nuwara Eliya regions in the week Grown regions maintained the",21.8,23.2,20.6,18.44,18.7,18.1,19.67,20.5,19.2,142.2,52.7,142.2,52.7,10.87,15.4,5.9,85141.19,25815.44,13.42,3.24,98.57,100,94,84.43,92,71,2024-10-08,2024-10-14,,,,,,,,,
SALE_2024_42,2024-10-22,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 22 & 23 October 2024.pdf,0,maintained,1,0,1,0,bright|showers,"Western/Nuwara Eliya Regions
The Western and Nuwara Eliya regions reported bright weather
The crop intake was maintained in the
and sporadic showers throughout the week. The Department of
Western, Nuwara Eliya and",22.71,24.1,21.8,17.69,18.9,16.5,19.8,20.2,19.4,39.4,12.4,39.4,12.4,10.47,11.9,8.6,217167.85,40986.87,21.22,4.03,99.0,100,96,83.29,91,74,2024-10-15,2024-10-21,,,,,,,,,
SALE_2024_43,2024-10-29,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 29 & 30 October 2024.pdf,0,maintained,1,0,1,0,sunny|showers,"Western/Nuwara Eliya Regions
Sunny mornings and intermittent evening showers were The Western, Nuwara Eliya and Low
reported in the Nuwara Eliya Region, whilst the Western Region Grown regions maintained the",22.5,23.3,22.0,18.87,19.2,18.6,20.07,20.2,19.9,75.0,24.7,75.0,24.7,10.69,14.8,8.1,166503.55,39600.0,18.18,3.4,99.43,100,98,83.29,88,78,2024-10-22,2024-10-28,,,,,,,,,
SALE_2024_44,2024-11-05,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 5 & 6 November 2024.pdf,-2,maintained,1,0,0,0,showers|rain,"Western/Nuwara Eliya Regions
The Western and Nuwara Eliya regions reported showers The crop intake was maintained in the
throughout the week. Rain is expected in the Western Region in Western and Nuwara Eliya regions,
the week ahead according to the Department of Meteorology. whilst the",22.89,24.1,21.8,17.71,18.4,16.9,20.04,20.5,19.6,87.5,35.7,87.5,35.7,8.6,10.6,6.6,183481.47,34611.41,19.5,3.53,98.0,100,96,79.57,84,75,2024-10-29,2024-11-04,,,,,,,,,
SALE_2024_45,2024-11-11,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 11 & 12 November 2024.pdf,0,maintained,1,0,1,0,bright|showers,"Western/Nuwara Eliya Regions
The Nuwara Eliya Region reported showers, whilst the Western The Western, Nuwara Eliya and Low
Region reported bright weather and sporadic showers Grown regions maintained the",23.37,25.0,21.8,17.31,18.0,15.9,20.07,20.6,19.6,116.4,40.2,116.4,40.2,10.16,13.9,7.2,214285.38,41140.48,22.73,4.25,95.43,99,89,72.29,87,60,2024-11-04,2024-11-10,,,,,,,,,
SALE_2024_46,2024-11-19,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 19 & 20 November 2024.pdf,-1,increase,1,0,1,0,bright|showers|rain,"Western/Nuwara Eliya Regions
Both regions reported bright mornings and evening showers. All regions showed an increase in the
Rain is expected in the Western Region in the week ahead, crop intake.
according to the Department of Meteorology.",23.61,24.6,22.2,16.51,17.3,15.1,19.77,20.2,19.5,130.8,39.1,130.8,39.1,7.01,7.9,5.5,232803.82,40493.05,21.41,3.7,98.71,100,98,79.0,87,74,2024-11-12,2024-11-18,,,,,,,,,
SALE_2024_47,2024-11-26,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 26 & 27 November 2024.pdf,-1,unknown,1,0,0,0,rain,"Western/Nuwara Eliya Regions
The Nuwara Eliya and Western regions reported rain throughout The Western, Nuwara Eliya,",22.83,24.2,20.0,17.09,18.1,15.9,19.53,20.1,18.9,166.0,53.1,166.0,53.1,8.27,12.1,6.8,119108.67,32623.19,14.11,2.54,99.14,100,98,80.29,90,74,2024-11-19,2024-11-25,,,,,,,,,
SALE_2024_48,2024-12-03,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 3 & 4 December 2024.pdf,-1,decrease,1,0,0,0,showers,"Western/Nuwara Eliya Regions
Both regions reported showers throughout the week. All regions showed a decrease in the
crop intake.",21.57,23.2,19.9,17.6,18.3,16.2,19.21,20.0,18.6,200.1,83.2,200.1,83.2,11.93,16.1,9.2,114355.74,39324.77,14.26,3.27,99.57,100,97,76.57,96,63,2024-11-26,2024-12-02,,,,,,,,,
SALE_2024_49,2024-12-10,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 10 & 11 December 2024.pdf,0,decrease,1,0,1,0,bright|rain,"Western/Nuwara Eliya Regions
The Western and Nuwara Eliya regions reported bright weather All regions showed a decrease in the
throughout the week.The Department of Meteorology expects crop intake.
rain in both regions in the week ahead.",24.37,25.1,23.6,15.69,17.0,14.1,19.9,20.4,19.5,13.0,5.8,13.0,5.8,9.11,10.6,7.5,256428.85,39600.0,23.25,3.96,98.57,100,97,63.29,72,50,2024-12-03,2024-12-09,,,,,,,,,
SALE_2024_50,2024-12-16,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 16 & 17 December 2024.pdf,1,unknown,0,0,1,0,bright,"Western/Nuwara Eliya Regions
Both regions reported bright mornings and evening sporadic The Western, Nuwara Eliya,",24.67,25.6,23.2,16.51,18.3,14.7,19.97,20.5,19.4,38.2,13.8,38.2,13.8,9.47,11.0,6.0,236808.49,39600.0,22.86,4.1,97.57,100,93,60.86,78,29,2024-12-09,2024-12-15,,,,,,,,,
SALE_2025_15,2025-04-22,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 22 & 23 April 2025.pdf,0,increase,1,0,1,0,bright|showers,"Western/Nuwara Eliya Regions
Bright mornings and occasional evening showers were reported
by both regions. Showers are expected in the Nuwara Eliya and
All regions reported a significant
Western regions in the week ahead according to the
increase in the crop intake.
Department of Meteorology.",24.86,25.6,24.5,17.41,18.0,16.4,20.63,20.9,20.3,29.8,10.9,29.8,10.9,9.53,11.2,7.1,246130.97,41261.27,25.14,3.97,97.86,99,97,70.29,75,65,2025-04-15,2025-04-21,,,,,,,,,
SALE_2025_16,2025-04-28,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 28 & 29 April 2025.pdf,1,unknown,0,0,1,0,bright,"Western/Nuwara Eliya Regions
The Nuwara Eliya and Western regions reported bright The Nuwara Eliya,",24.53,24.9,23.9,17.89,18.8,16.7,20.51,20.9,20.1,51.2,21.9,51.2,21.9,9.86,11.4,8.5,223665.5,36431.52,23.09,3.55,98.86,100,98,73.29,78,69,2025-04-21,2025-04-27,,,,,,,,,
SALE_2025_17,2025-05-05,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 5 & 7 May 2025.pdf,0,maintained,1,0,1,0,bright|showers,"Western/Nuwara Eliya Regions
Bright mornings and evening showers were reported in both The crop intake was maintained in the
regions. The Department of Meteorology expects showers in Western, Nuwara Eliya and",24.59,25.4,23.7,17.63,18.5,16.3,20.5,21.2,20.0,73.3,19.9,73.3,19.9,9.37,11.4,7.7,205124.09,35510.59,21.66,3.76,99.0,100,98,76.57,83,67,2025-04-28,2025-05-04,,,,,,,,,
SALE_2025_18,2025-05-14,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 14 & 15 May 2025.pdf,0,maintained,1,0,1,0,sunny|showers,"Western/Nuwara Eliya Regions
The Nuwara Eliya and Western regions reported sunny
mornings and evening showers. According to the Department
The Nuwara Eliya and Western regions
of Meteorology, showers are expected in both regions in the
maintained the crop intake, whilst the
week ahead.",24.7,26.6,23.1,18.06,19.0,17.1,20.84,21.4,20.4,31.8,11.7,31.8,11.7,9.59,11.5,8.6,251165.24,40972.71,25.19,4.3,98.57,100,97,70.86,77,57,2025-05-07,2025-05-13,,,,,,,,,
SALE_2025_20,2025-05-27,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 27 & 28 May 2025.pdf,-4,unknown,1,0,0,0,showers|rain|heavy,"Western/Nuwara Eliya Regions
The Western and Nuwara Eliya regions reported rainy weather The Western Medium, Nuwara Eliya,
throughout the week. Heavy showers are expected in both",22.54,24.1,21.4,19.37,19.8,19.1,20.49,21.1,20.0,62.7,17.0,62.7,17.0,11.89,14.0,9.1,152082.16,39105.32,16.37,3.13,99.57,100,98,84.29,94,75,2025-05-20,2025-05-26,,,,,,,,,
SALE_2025_21,2025-06-03,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 3 & 4 June 2025.pdf,0,maintained,0,0,0,0,,"Western/Nuwara Eliya Regions
Adverse weather conditions were reported throughout the week The crop intake was maintained in the
in the Western and Nuwara Eliya regions. The Department of Nuwara Eliya,",21.84,24.2,20.7,18.83,19.5,17.4,20.03,20.6,19.6,167.6,51.4,167.6,51.4,14.93,18.1,10.3,105582.9,38833.52,13.51,3.5,99.86,100,99,89.71,97,76,2025-05-27,2025-06-02,,,,,,,,,
SALE_2025_22,2025-06-09,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 9 & 11 June 2025.pdf,0,decrease,1,0,0,0,dry|rain,"Western/Nuwara Eliya Regions
The Western and Nuwara Eliya regions reported dry weather
throughout the week. According to the Department of
All regions reported a significant
Meteorology, rain is expected in both regions in the week ahead.
decrease in the crop intake.",24.0,24.9,23.2,17.31,18.4,16.3,20.33,20.7,19.8,28.0,6.6,28.0,6.6,11.64,13.1,9.9,273586.27,42531.95,24.2,3.87,99.14,100,99,72.57,80,62,2025-06-02,2025-06-08,,,,,,,,,
SALE_2025_23,2025-06-17,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 17 & 18 June 2025.pdf,-3,maintained,1,0,0,0,rain|heavy,"Western/Nuwara Eliya Regions
Both regions reported rain and windy conditions throughout the The crop intake was maintained in the
week. The Department of Meteorology expects fairly heavy",20.94,21.8,20.4,18.47,18.7,17.9,19.36,19.5,19.2,252.8,67.8,252.8,67.8,14.77,16.8,12.8,58048.97,23867.21,11.98,2.41,100.0,100,100,91.86,95,84,2025-06-10,2025-06-16,,,,,,,,,
SALE_2025_24,2025-06-24,western_high,Western High Grown (Maskeliya / Dickoya),6.9271,80.535,Sale of 24 & 25 June 2025.pdf,-1,unknown,1,0,0,0,showers,"Western/Nuwara Eliya Regions
Showers were reported from the Western and Nuwara Eliya
regions throughout the week. According to the Department of
The Nuwara Eliya,",21.87,23.2,20.8,18.39,18.9,17.6,19.71,20.0,19.5,53.5,10.3,53.5,10.3,10.97,13.8,8.8,116980.98,26554.62,15.34,2.98,99.71,100,99,85.57,93,77,2025-06-17,2025-06-23,,,,,,,,,
